"Sample ID","Grab ID","Profile ID","Sample Number","Collect DateTime","Depth (m)","Site Type","Area","Locator","Site","Parameter","Value","Units","QualityId","Lab Qualifier","MDL","RDL","Text Value","Sample Info","Steward Note","Replicates","Replicate Of","Method","Date Analyzed","Data Source"
"227140","227140","88514","L84130-8","07/10/2024 11:40:00 AM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Transmissivity","88.1","% light","1",,"0.01","0.02",,,,,,"CTD","07/10/2024","KCEL"
"207135","207135","84176","L79081-6","05/11/2022 09:38:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Salinity, Field","28.4","PSS","1",,,,,,,,,"CTD","05/11/2022","KCEL"
"211237","211237","85099","L80234-13","09/28/2022 12:51:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen","0.012","mg/L","1","<RDL","0.01","0.04",,,,,,"SM4500-NO3-F","10/03/2022","KCEL"
"215047","215047","85982","L81318-8","04/26/2023 01:26:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Chlorophyll a","16.7","ug/L","1",,"0.05","0.2",,,,,,"EPA 445.0","05/09/2023","KCEL"
"219285","219285","86976","L82405-11","09/28/2023 09:55:00 AM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Light Transmissivity","85","% light","1",,"0.01","0.02",,,,,,"CTD","09/28/2023","KCEL"
"212552","212552","85485","L80539-15","12/14/2022 12:35:00 PM","13.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Salinity, Field","29.9","PSS","1",,,,,,,,,"CTD","12/14/2022","KCEL"
"221265","221265","87416","L82802-9","12/20/2023 01:08:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Surface Light Intensity (PAR)","281","umol/sm2","1",,,,,,,,,"CTD","12/20/2023","KCEL"
"227115","227115","88501","L83916-1","06/12/2024 03:38:00 PM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Suspended Solids","4.1","mg/L","1","<RDL","0.53","10.6",,,,,,"SM2540-D","06/18/2024","KCEL"
"231536","231536","89569","L85424-3","02/26/2025 09:03:00 AM","186.40","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","0","umol/sm2","1",,,,,,,,,"CTD","02/26/2025","KCEL"
"227116","227116","88501","L83916-2","06/12/2024 03:37:00 PM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Suspended Solids","1.8","mg/L","1","<RDL","0.53","10.5",,,,,,"SM2540-D","06/18/2024","KCEL"
"229387","229387","88984","L84824-4","10/16/2024 08:55:00 AM","186.50","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen","0.0111","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","10/17/2024","KCEL"
"215065","215065","85996","L81078-11","03/15/2023 01:25:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Dissolved Oxygen, Field","11.5","mg/L","1",,"0.5","1",,,,,,"CTD","03/15/2023","KCEL"
"219334","219333","86953","L82110-4","08/29/2023 08:59:00 AM","187.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","0.1","umol/sm2","1",,,,,,,,,"CTD","08/29/2023","KCEL"
"205997","205997","83978","L78993-3","04/20/2022 11:04:00 AM","191.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen",,"mg/L","1","<MDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","05/03/2022","KCEL"
"221271","221271","87419","L82802-7","12/20/2023 09:41:00 AM","10.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Total Nitrogen","0.408","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","01/04/2024","KCEL"
"219259","219258","86977","L82528-4","10/11/2023 08:45:00 AM","187.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","0.1","umol/sm2","1",,,,,,,,,"CTD","10/11/2023","KCEL"
"229401","229401","88986","L84824-13","10/16/2024 01:41:00 PM","0.90","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Nitrogen","0.13","mg/L","1","<RDL","0.05","0.2",,,,,,"SM4500-N-C S","10/23/2024","KCEL"
"215052","215052","85999","L81078-2","03/15/2023 09:19:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","7.6","ug/L","1",,"0.06","0.12",,,,,,"CTD","03/15/2023","KCEL"
"231536","231536","89569","L85424-3","02/26/2025 09:03:00 AM","186.40","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Nitrite + Nitrate Nitrogen","0.375","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","02/28/2025","KCEL"
"227145","227138","88505","L83498-4","04/10/2024 08:54:00 AM","194.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Nitrite + Nitrate Nitrogen","0.392","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","04/11/2024","KCEL"
"231546","231546","89580","L85424-12","02/26/2025 01:29:00 PM","4.50","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Silica","2.43","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","02/28/2025","KCEL"
"215048","215048","85982","L81318-9","04/26/2023 01:26:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Suspended Solids","6.8","mg/L","1","<RDL","1","20",,,,,,"SM2540-D","05/04/2023","KCEL"
"212459","212459","84742","L79610-12","07/27/2022 12:45:00 PM","3.10","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Surface Light Intensity (PAR)","2110","umol/sm2","1",,,,,,,,,"CTD","07/27/2022","KCEL"
"206033","206033","83874","L78829-9","03/30/2022 10:30:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Ammonia Nitrogen","0.0188","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","04/07/2022","KCEL"
"205458","205458","83862","L78829-11","03/30/2022 10:44:00 AM","0.99","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Surface Light Intensity (PAR)","2120","umol/sm2","1",,,,,,,,,"CTD","03/30/2022","KCEL"
"212500","212500","85087","L80034-2","09/14/2022 10:36:00 AM","5.10","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.252","mg/L","1",,"0.05","0.1",,,,,,"SM4500-N-C S","09/15/2022","KCEL"
"216059","216059","86258","L81609-4","05/25/2023 08:56:00 AM","190.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","0","umol/sm2","1",,,,,,,,,"CTD","05/25/2023","KCEL"
"219344","219344","86988","L82528-11","10/11/2023 12:05:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Orthophosphate Phosphorus","0.0272","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","10/13/2023","KCEL"
"206038","206038","83674","L78512-15","02/03/2022 12:58:00 PM","12.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Suspended Solids","2.2","mg/L","1","<RDL","0.51","10.3",,,,,,"SM2540-D","02/09/2022","KCEL"
"229412","229412","88980","L84533-5","09/18/2024 09:45:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Secchi Transparency","2.8","m","1",,,,,,,,,"NONE","09/18/2024","KCEL"
"207142","207142","84182","L79202-13","06/01/2022 10:37:00 AM","0.99","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen","0.243","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","06/02/2022","KCEL"
"219365","219365","86991","L81937-1","07/12/2023 09:34:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen","0.0058","mg/L","1","<RDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","07/14/2023","KCEL"
"207128","207128","84168","L79081-10","05/11/2022 12:07:00 PM","25.30","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Dissolved Oxygen, Field","3.9","mg/L","1",,"0.5","1",,,,,,"CTD","05/11/2022","KCEL"
"206774","206774","84276","L79041-8","04/27/2022 12:15:00 PM","1.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Intensity (PAR)","1300","umol/sm2","1",,,,,,,,,"CTD","04/27/2022","KCEL"
"212555","212555","85486","L80539-4","12/14/2022 01:52:00 PM","190.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Suspended Solids","3","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","12/19/2022","KCEL"
"209580","209580","84744","L79610-1","07/27/2022 10:57:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.091","mg/L","1","<RDL","0.05","0.1",,,,,,"SM4500-N-C S","07/28/2022","KCEL"
"212535","212535","85075","L80360-9","10/26/2022 12:53:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Suspended Solids","3.5","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","10/31/2022","KCEL"
"216039","216039","86262","L81232-1","05/10/2023 09:01:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","13.6","mg/L","1",,"0.5","1",,,,,,"CTD","05/10/2023","KCEL"
"219352","219352","86978","L82637-9","10/25/2023 11:22:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Nitrogen","0.285","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","11/01/2023","KCEL"
"219246","219246","86956","L82763-10","11/07/2023 11:38:00 AM","26.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity","30.5","PSS","1",,"2","3",,,,,,"SM2520-B","11/17/2023","KCEL"
"230725","230725","89300","L85195-2","12/09/2024 08:36:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","7.1","mg/L","1",,"0.5","1",,,,,,"CTD","12/09/2024","KCEL"
"219357","219357","86972","L82281-6","09/13/2023 10:03:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Chlorophyll, Field","2.8","ug/L","1",,"0.06","0.12",,,,,,"CTD","09/13/2023","KCEL"
"211229","211229","85093","L80034-11","09/14/2022 12:19:00 PM","0.99","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Pheophytin a","2.75","ug/L","1",,"0.67","1.34",,,,,,"EPA445.0","09/23/2022","KCEL"
"230727","230726","89300","L85195-4","12/09/2024 08:27:00 AM","187.60","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Temperature","11.6","deg C","1",,,,,,,,,"CTD","12/09/2024","KCEL"
"227124","227124","88525","L83260-5","02/13/2024 01:14:00 PM","1.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Surface Light Intensity (PAR)","2080","umol/sm2","1",,,,,,,,,"CTD","02/13/2024","KCEL"
"231101","231101","89416","L85267-8","01/15/2025 12:01:00 PM","0.90","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Chlorophyll, Field","1.2","ug/L","1",,"0.06","0.12",,,,,,"CTD","01/15/2025","KCEL"
"206777","206777","84176","L79081-5","05/11/2022 09:39:00 AM","0.91","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Pheophytin a",,"ug/L","1","<MDL","0.43","0.86",,,,,,"EPA445.0","05/25/2022","KCEL"
"226886","226886","88465","L83104-5","01/23/2024 09:29:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Temperature","6.06","deg C","1",,,,,,,,,"CTD","01/23/2024","KCEL"
"207139","207139","84181","L79202-10","06/01/2022 10:01:00 AM","24.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Nitrite + Nitrate Nitrogen","0.386","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","06/02/2022","KCEL"
"212483","212483","85085","L79796-6","08/11/2022 02:39:00 PM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Total Suspended Solids","4.1","mg/L","1","<RDL","0.51","10.3",,,,,,"SM2540-D","08/16/2022","KCEL"
"207647","207647","84276","L79041-10","04/27/2022 12:12:00 PM","24.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Chlorophyll, Field","0.55","ug/L","1",,"0.06","0.12",,,,,,"CTD","04/27/2022","KCEL"
"207129","207129","84173","L79081-14","05/11/2022 12:41:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Density","1019.55","kg/m3","1",,,,,,,,,"CTD","05/11/2022","KCEL"
"216076","216076","86265","L81232-11","05/10/2023 12:26:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Nitrite + Nitrate Nitrogen",,"mg/L","1","<MDL","0.01","0.04",,,,,,"SM4500-NO3-F","05/18/2023","KCEL"
"212514","212514","85073","L80234-7","09/28/2022 10:15:00 AM","8.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Dissolved Oxygen, Field","8.2","mg/L","1",,"0.5","1",,,,,,"CTD","09/28/2022","KCEL"
"221267","221267","87417","L82802-14","12/20/2023 12:32:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Silica","4.04","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","12/27/2023","KCEL"
"231538","231538","89567","L85424-7","02/26/2025 10:13:00 AM","10.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Orthophosphate Phosphorus","0.0656","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","02/28/2025","KCEL"
"212484","212484","85085","L79796-7","08/11/2022 02:39:00 PM","8.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Ammonia Nitrogen","0.0199","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","08/16/2022","KCEL"
"227113","227113","88511","L83916-14","06/12/2024 01:05:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Orthophosphate Phosphorus","0.079","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","06/13/2024","KCEL"
"232010","232010","89652","L85602-3","03/12/2025 08:48:00 AM","188.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1024.27","kg/m3","1",,,,,,,,,"CTD","03/12/2025","KCEL"
"219290","219290","86964","L81944-4","07/26/2023 09:38:00 AM","185.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen",,"mg/L","1","<MDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","08/04/2023","KCEL"
"219331","219330","86986","L82637-4","10/25/2023 09:48:00 AM","188.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Transmissivity","67.7","% light","1",,"0.01","0.02",,,,,,"CTD","10/25/2023","KCEL"
"215068","215068","85992","L81134-12","03/29/2023 02:02:00 PM","4.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Light Intensity (PAR)","141","umol/sm2","1",,,,,,,,,"CTD","03/29/2023","KCEL"
"215058","215058","85998","L81134-1","03/29/2023 09:11:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.16","mg/L","1","<RDL","0.05","0.2",,,,,,"SM4500-N-C S","04/03/2023","KCEL"
"219329","219329","86986","L82637-2","10/25/2023 09:58:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Nitrite + Nitrate Nitrogen","0.251","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","10/26/2023","KCEL"
"215027","215027","86000","L81318-11","04/26/2023 01:41:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Silica","0.921","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","04/27/2023","KCEL"
"229398","229398","88988","L84533-2","09/18/2024 10:59:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","8.2","mg/L","1",,"0.5","1",,,,,,"CTD","09/18/2024","KCEL"
"230736","230736","89297","L85195-10","12/09/2024 12:58:00 PM","26.80","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Orthophosphate Phosphorus","0.0923","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","12/11/2024","KCEL"
"230722","230722","89296","L85195-13","12/09/2024 01:15:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Chlorophyll, Field","1.8","ug/L","1",,"0.06","0.12",,,,,,"CTD","12/09/2024","KCEL"
"229386","229386","88984","L84824-3","10/16/2024 08:55:00 AM","186.60","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Surface Light Intensity (PAR)","108","umol/sm2","1",,,,,,,,,"CTD","10/16/2024","KCEL"
"206027","206027","83672","L78512-10","02/03/2022 12:32:00 PM","25.00","Marine Offshore","Whidbey","PENNCOVEPNN001","Penn Cove - ECY PNN001","Surface Light Intensity (PAR)","303","umol/sm2","1",,,,,,,,,"CTD","02/03/2022","KCEL"
"212466","212466","84745","L79610-15","07/27/2022 12:59:00 PM","10.10","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen","0.298","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","07/28/2022","KCEL"
"227174","227174","88524","L84130-3","07/10/2024 02:49:00 PM","188.20","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen",,"mg/L","1","<MDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","07/11/2024","KCEL"
"215063","215063","85987","L80958-13","02/15/2023 01:20:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Dissolved Oxygen, Field","11.3","mg/L","1",,"0.5","1",,,,,,"CTD","02/15/2023","KCEL"
"219354","219354","86970","L81937-11","07/12/2023 12:51:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Total Suspended Solids","2.8","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","07/14/2023","KCEL"
"227135","227135","88515","L83916-5","06/12/2024 09:35:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Density","1020.72","kg/m3","1",,,,,,,,,"CTD","06/12/2024","KCEL"
"207661","207661","84296","L79420-2","06/29/2022 12:23:00 PM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen","0.0038","mg/L","1","<RDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","07/08/2022","KCEL"
"211211","211211","85081","L80455-11","11/08/2022 12:33:00 PM","1.10","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Surface Light Intensity (PAR)","1140","umol/sm2","1",,,,,,,,,"CTD","11/08/2022","KCEL"
"219295","219295","86969","L82405-1","09/28/2023 11:53:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Transmissivity","87.1","% light","1",,"0.01","0.02",,,,,,"CTD","09/28/2023","KCEL"
"227129","227102","88518","L83328-4","03/13/2024 08:45:00 AM","196.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Suspended Solids","2.7","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","03/19/2024","KCEL"
"229399","229399","88988","L84533-3","09/18/2024 10:50:00 AM","186.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Orthophosphate Phosphorus","0.0739","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","09/20/2024","KCEL"
"219370","219370","86975","L82110-5","08/29/2023 10:30:00 AM","1.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Ammonia Nitrogen","0.0298","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","08/31/2023","KCEL"
"232001","232001","89650","L85602-9","03/12/2025 11:43:00 AM","4.90","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Chlorophyll, Field","0.44","ug/L","1",,"0.06","0.12",,,,,,"CTD","03/12/2025","KCEL"
"227094","227093","88516","L83260-4","02/13/2024 02:25:00 PM","190.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen","6.2","mg/L","1",,"0.1","0.5",,,,,,"SM4500-O-C","02/13/2024","KCEL"
"216068","216068","86257","L81232-14","05/10/2023 12:08:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Intensity (PAR)","205","umol/sm2","1",,,,,,,,,"CTD","05/10/2023","KCEL"
"216042","216041","86262","L81232-4","05/10/2023 08:51:00 AM","192.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","6.8","mg/L","1",,"0.5","1",,,,,,"CTD","05/10/2023","KCEL"
"219292","219292","86986","L82637-1","10/25/2023 09:59:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","6.8","mg/L","1",,"0.5","1",,,,,,"CTD","10/25/2023","KCEL"
"215033","215033","85988","L81318-3","04/26/2023 09:54:00 AM","191.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","7","mg/L","1",,"0.5","1",,,,,,"CTD","04/26/2023","KCEL"
"219247","219247","86956","L82763-8","11/07/2023 11:40:00 AM","0.98","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Ammonia Nitrogen","0.0231","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","11/09/2023","KCEL"
"212564","212564","85481","L80752-12","01/11/2023 12:34:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Total Suspended Solids","2","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","01/13/2023","KCEL"
"219240","219240","86998","L81718-9","06/27/2023 12:23:00 PM","5.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Nitrite + Nitrate Nitrogen","0.194","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","06/29/2023","KCEL"
